"date","america","europe","asia","commodities","bonds","all_indices"
"12/2005","4.51461035584556","3.42923331380159","6.02249085856042","2.59057323918527","0.573632608153928","19.2850244325044"
"01/2006","3.63958621866078","3.18815769626091","4.46817420169095","2.36265040070347","0.661165154037755","16.1882792464341"
"02/2006","4.46147897051065","2.94216847182223","5.56841657748388","2.07923361037444","0.878763290699009","17.7766445718693"
"03/2006","4.13284994400827","3.35534283692988","5.50336241559982","2.29361679474007","0.713374781289931","18.1941132996755"
"04/2006","4.15363520436575","3.38988068361573","5.43913647170932","2.1489403814595","0.731538711043417","17.4260586010225"
"05/2006","3.26209647669291","1.87135642167999","4.23269352489633","2.06264009861248","1.08000784443746","14.0812298674679"
"06/2006","2.91290793153903","1.93106863761535","3.47069895097227","1.80750612362543","0.573678602075858","12.3736185648456"
"07/2006","2.8465489411242","1.89834757064082","3.74507670712204","2.02934899924023","0.628349134111157","13.0894011101395"
"08/2006","4.51432171637642","2.89224306398905","5.43431315194383","2.07836439165255","0.443308972779805","17.0757784630744"
"09/2006","3.44672931607642","2.72419413580033","4.607856559825","2.12983332759985","1.08569115165928","15.7112449130479"
"10/2006","4.11965466712275","3.32472552198174","5.1413782708275","2.15760934046011","0.4855909616121","17.0205131930248"
"11/2006","4.08531967862066","2.90565092712288","4.65661767414257","2.42557119801114","0.711328816363905","17.0073018111458"
"12/2006","4.03854439910485","3.45502194342732","5.03359332688396","2.4396019514755","0.818878232321218","17.5016685837793"
"01/2007","4.06950184109525","3.34741479718868","4.76155982210298","1.97434555881677","0.810337136568027","16.8577426427605"
"02/2007","2.51632196538289","1.96626522096104","4.09354512385457","2.23131328830624","1.03281529692863","13.2619905168198"
"03/2007","2.65873538845085","2.15589082076337","2.98845525980573","2.38881820827468","1.30946319573431","12.5189112667213"
"04/2007","3.60827505459124","3.06166780861788","3.95525606669641","2.43475246037231","0.823396199800102","16.0656516831374"
"05/2007","3.74305539901887","3.92248450962772","4.7577915824507","2.30121028178432","0.891700213984821","17.52242292457"
"06/2007","2.98396617023855","2.69935042439523","4.55173635242885","1.94463032605077","0.794732272471643","15.0701106369323"
"07/2007","3.04317571778692","2.15020484924081","3.213856877763","2.4521736263826","1.25942146370204","13.5860914199342"
"08/2007","2.34242906023586","1.85139209271312","2.78717944181826","1.86925627435259","1.47385188251655","11.9743045140913"
"09/2007","3.15635191002363","2.08051414116619","4.44053312408859","2.3699449798433","1.42343502640085","14.9476516415486"
"10/2007","3.42371421328582","3.53022714416534","4.09424916541814","1.95534831021893","1.27536994879759","15.7124393181036"
"11/2007","3.0471366615942","2.80856064408327","3.91209156827287","2.0694694852634","1.48080618287202","14.648246238972"
"12/2007","2.79124815873609","2.4729171196563","4.33042152733769","2.33844217602225","0.928798094646685","14.7652846935036"
"01/2008","3.15496053962132","2.03724872319138","3.7589500925697","1.86794444391457","1.29038551336353","13.9537614693968"
"02/2008","3.19297411279802","1.94325570960315","4.11969554209307","1.9805287263537","1.13382248512958","14.3867644998282"
"03/2008","3.18242602164755","1.92181781372995","3.85027700654286","1.87576647228913","1.3152089263847","13.6352024462281"
"04/2008","4.15192345215055","2.73611848114047","4.67606173184801","2.12725804197714","1.01768192373852","16.2747322140857"
"05/2008","4.29498602871608","3.44048666360585","5.17751410187712","1.82541284948968","1.10907236762441","17.6093968784888"
"06/2008","3.84549390712622","3.29486036238452","4.67737165591124","1.94912015857632","0.986094234441919","16.04270229136"
"07/2008","4.00788724055478","2.57488938358735","4.13488595670381","2.27570165828168","1.31767509326953","16.3358057216961"
"08/2008","3.91536824653216","2.71742220054472","4.80605985171883","1.7062082394077","1.13666855973817","15.7057644812207"
"09/2008","2.12763511899427","1.60998820107058","3.83051282289187","2.05720306544156","1.25947664685556","12.2836802516739"
"10/2008","2.71746431635786","2.36351589989233","3.52136438539913","1.76538677640227","1.35429233762724","13.0167205394171"
"11/2008","2.76593756913304","1.98120645597367","3.67740984455007","1.8332000258145","1.11108703925481","12.934018589133"
"12/2008","3.22132006375918","2.07792961257953","4.44937875341704","1.87290581998545","1.01105106765719","14.856896305165"
"01/2009","2.4298180995204","2.66284828662859","4.28645240544474","2.17155476284392","1.25312640010822","14.841214936604"
"02/2009","3.10666920665738","2.58036693050083","4.57359946204395","2.61151726402014","1.09067925291504","15.4836580991757"
"03/2009","2.30513184302481","2.3900790372483","4.10286330042556","2.14170717744245","1.00612976939586","13.4972335325233"
"04/2009","3.15488320834946","2.3169805448192","4.31014786927911","2.34068166432577","1.18581368634503","14.8719262004098"
"05/2009","2.9927901668679","3.47655489024319","4.33412509390288","2.03377356647467","1.06252301258517","15.7657569325341"
"06/2009","2.40177334507308","2.36662394752994","3.94475132331967","1.47586931651847","1.0686892103443","13.1572580199803"
"07/2009","2.80329276816127","2.39741936731778","4.63833173672346","1.82935454928215","1.21357248822629","14.7100823742956"
"08/2009","2.90074186943002","2.30476939010347","4.09676061977267","2.04671856292051","1.13553940390835","14.0676828207447"
"09/2009","3.364729996899","2.62413735970507","4.46861305906523","1.94943164665339","1.04958307758244","15.6412335661831"
"10/2009","2.43647004734407","2.11496565332828","4.5769010219377","1.86799662133113","1.29105872654963","13.7235551532029"
"11/2009","3.35527703324184","1.73179433763339","4.11611824290043","1.8432407816809","0.775100156345356","13.524887069871"
"12/2009","3.94551713036716","2.31815891030716","5.32569998412286","2.0878055641639","0.773618393271542","16.1012883755014"
"01/2010","3.55837130026069","2.77530965201893","4.05789989402202","1.74183077503417","0.946052692457727","14.8324382197144"
"02/2010","2.64341892654767","2.47422879485009","3.95897515787428","1.8899144230558","1.09844844883955","13.4152852160695"
"03/2010","3.89875614560245","2.9804506608571","4.83583044123268","2.19834907482245","0.789750819822784","16.4110194886665"
"04/2010","3.13886632989784","2.18418384187307","4.15950980222475","2.25288880558723","0.763372054859817","14.0574910815023"
"05/2010","2.50610083208848","1.67257526311613","3.50541368956313","2.27534816370068","1.33065638422082","12.4780327942426"
"06/2010","2.32661828460257","2.05908789135688","3.52003165696981","2.35901433750292","1.16963956510274","13.3673397153219"
"07/2010","3.27440970357311","2.42890676897412","4.24884963377771","1.96172682762064","1.12814963764217","15.1579432387571"
"08/2010","2.83225070903902","1.81002586454775","4.65839496212668","2.41800413154639","0.764215366577677","13.9079499706857"
"09/2010","3.78868420026177","1.92896074362499","4.87033356864681","2.83576707520792","0.942541297562147","15.5972310173623"
"10/2010","3.81959467985595","2.97399582451602","4.65854358868423","1.80718183307614","0.638948734305619","15.5028965343461"
"11/2010","2.67555445848717","2.41054362468073","4.92378644210835","1.8366692668074","0.880617865335466","14.2376926633848"
"12/2010","3.91250096800891","3.31899850692222","5.32989613531888","1.92695305222325","0.893320771767584","16.8635954269898"
"01/2011","4.12773038557533","3.52225112536887","5.43847199998855","1.86127053747809","0.799247513664364","17.4081025570711"
"02/2011","3.82040626704493","3.89371151419736","4.13348813517514","2.54131062673897","1.01622407797696","16.5093951402232"
"03/2011","3.57155692836273","2.81048050575938","3.50714031553744","1.82006151215673","1.27546316647382","14.9999461931464"
"04/2011","3.58277097954927","2.28952876008637","4.35079681146857","2.07150177823047","1.03546786619807","14.6777783060656"
"05/2011","4.40338831166535","2.74892722375907","4.16150845555733","1.68132322446336","0.830679831762939","15.862034051065"
"06/2011","3.27691420489221","2.43477809688929","4.48273925811368","2.38736118313961","0.899794496217428","15.1189892600666"
"07/2011","3.73763382689354","2.36896631628417","3.6802578429845","2.40509532830138","0.940954219954269","14.8630423377486"
"08/2011","1.77437384909318","1.96928100145435","3.5396539427432","2.16103392155762","1.46542581379943","12.4023341161729"
"09/2011","2.75859103479821","1.85173342267188","3.66669845211128","1.8217184633544","1.0490263502034","12.5526044485113"
"10/2011","2.91384118814429","1.97354397396996","3.4081930847335","2.07508997952506","1.15189592447479","12.8703557913587"
"11/2011","2.42675204335299","1.74531482708173","3.62800000411564","1.89137857930316","0.883703952865162","11.9254661766491"
"12/2011","3.22152668425914","2.78456987888314","3.71290083799572","1.87375789059053","1.13165378304497","14.6477692639721"
"01/2012","4.71730354276565","2.53656572757425","5.02406454399808","2.05701295045667","0.854794960555278","16.6973928715019"
"02/2012","5.04795159971926","3.11934282321237","4.57739768472167","2.65998678251958","1.05646682869182","18.0769929360032"
"03/2012","4.00267464505624","2.40972541744971","4.44249476194731","1.91892113614692","1.22927575691684","14.8558904850152"
"04/2012","3.75244211726038","2.36588619604925","5.08509084758017","1.82831985713705","1.14944836500642","15.5206971166615"
"05/2012","4.139198224781","2.87975956524412","3.70566721890466","2.15031501893243","1.44274190359471","16.145998716965"
"06/2012","3.09327578462006","2.74344359161377","3.83446430853804","2.00986117103063","1.1871447762267","14.3677298879307"
"07/2012","3.58280313648525","2.20335528690868","4.13467553244595","1.78580668969864","0.937802720432155","14.0296839973284"
"08/2012","3.92731930962896","2.84762642386177","4.99916691159075","2.13028219506411","0.933215410534707","16.2360871175295"
"09/2012","3.46128850922256","2.61378495214058","3.72910705882215","2.24200666160531","1.09034847187914","14.3910650318132"
"10/2012","3.59630214174997","2.57630536248269","5.15614451858008","2.31733467646478","1.17241071577997","16.6196323789419"
"11/2012","3.71010111234734","2.615820629048","5.7534257478069","2.00282932264535","1.25265699245606","16.9210239231553"
"12/2012","4.62459471413811","4.56687302788919","5.47869225696773","2.30746913870584","1.40804051338881","20.654740338907"
"01/2013","4.14598153126762","4.31614705529078","5.86796658750206","2.01162671554669","1.47770623704071","18.7703563399125"
"02/2013","3.82141946156213","2.51574162183661","4.83969159973871","2.82086982299654","1.41424667490829","16.4000744716875"
"03/2013","4.74047945316689","3.43643107002622","4.81799715155971","2.58275610625143","0.941960834131889","17.9917743584636"
"04/2013","3.29035170521726","2.67068773749855","5.7969434260955","1.92307036090042","1.32844551219464","16.7263513056825"
"05/2013","5.19434100717386","2.77555952203446","5.27251443293448","2.31787507901189","1.03556180103127","18.1585617150684"
"06/2013","3.67249780461522","2.4234147546461","3.86418749508032","2.34926182265715","0.876417425739957","14.7567670635387"
"07/2013","4.7376781436516","3.11357436017066","4.54034331586806","2.38186772457357","0.803059868940422","17.4833520722314"
"08/2013","3.9231086729413","3.14224163055643","4.75674270096521","2.62305764851792","0.858131076621055","17.2811038936334"
"09/2013","4.30308310641916","3.48051039706497","4.32400973470787","2.00969016728038","0.804997896938524","17.0663355724403"
"10/2013","4.4659548362869","3.58014906467885","5.51591854528068","2.39416483386292","0.614445770444338","18.3564230794135"
"11/2013","4.42656526692511","3.59847724009048","5.38053584687279","2.63783273395884","0.764823062531492","17.9786078015136"
"12/2013","4.2598321172093","2.43820672329905","5.59654365875987","2.37841934241969","0.778199334695234","17.4578344063421"
"01/2014","3.91094765846295","3.29714427123573","4.59328280623867","2.82650159831734","1.10239189719563","16.9120921514817"
"02/2014","3.78330799886203","3.58158892247828","4.5813003621812","2.77819858795984","1.18361021758995","17.3258612205009"
"03/2014","3.82379432437846","2.24814510402604","4.64051650999447","2.82729168564345","1.11760285905913","15.7697513307615"
"04/2014","4.18066116042968","3.06721965446287","6.02197412119393","2.46207801681535","0.844854739022774","18.6189924164232"
"05/2014","4.68910316685044","4.71271620791153","5.69602074856542","2.46789522695462","1.02416881532606","19.8748806428562"
"06/2014","5.10837437228547","4.02479339464027","5.75775562384871","2.80720311399799","0.950616892851261","20.1688221918629"
"07/2014","4.15671311664847","2.95522983480677","5.74792853915014","2.69585707350279","1.22158513016469","18.4767609727317"
"08/2014","4.6201820095533","3.26779344890237","4.70117494028911","2.66115224301287","1.44061239869889","18.5195344403794"
"09/2014","4.67623488749752","3.8029554951191","6.10636387414493","2.43828031502858","1.16165259472176","20.1330774352217"
"10/2014","4.01970027523503","2.28723549004671","5.16633713577243","2.54374891504874","1.32812307765241","16.7664518664103"
"11/2014","5.21917574480265","3.23321965384357","6.52016165413239","1.99915910469252","1.12360420205285","19.3022337832869"
"12/2014","3.68043636131456","2.45942063605333","4.69400245104931","2.16728060387563","1.38127444071847","15.7641357785379"
"01/2015","3.59344993517961","3.3056823839592","4.29162364189453","2.77446115653594","1.26993410568956","16.5992907560565"
"02/2015","4.19526155550037","4.38842492025965","6.05150985827849","2.35281885034521","1.18054038410359","18.850587799804"
"03/2015","3.97924883138222","3.4603173430885","5.81232688647221","2.30369492137558","0.768851716150336","18.2579169675286"
"04/2015","4.31103506570756","2.89569818096415","5.88754817897717","2.52910209979029","0.931601074144793","18.0606513412649"
"05/2015","3.71579413734508","3.51448393279725","5.89936482882804","2.4353246012483","0.700337562000824","17.9664787969688"
"06/2015","3.88167117547021","2.46892428652049","4.72429888368863","2.44484543112482","1.08796145796205","15.8829501700972"
"07/2015","3.59060876091417","2.37481436560454","4.71158033355659","2.14061627242468","1.39432301471644","15.7876297980102"
"08/2015","2.75259097153021","1.56984620573897","4.05121142231414","2.22258059991621","1.50987281988057","12.6192531039202"
"09/2015","3.04537847006106","1.87298956365946","4.62135524193472","2.2756315274517","1.18994976907358","14.4919175464871"
"10/2015","3.76193088591662","2.79194128444612","4.76465352476902","2.47075414868112","1.13462916304052","16.3032705308707"
"11/2015","3.89442794951843","2.96227526294212","4.98887310196622","2.72051796638017","0.931456632407207","17.2297509841098"
"12/2015","3.63600213832919","2.22234687325858","3.83489865689007","2.28954812630452","1.40666558144245","15.2800695113245"
"01/2016","2.84782725537842","2.10908985176631","3.55048836649473","2.53878300299092","1.38875797265545","13.3779128847719"
"02/2016","3.84391158957576","1.90895148366473","4.48539561100027","2.67350604195311","1.48147581363788","15.0371866233425"
"03/2016","3.79029512266831","3.085920105192","4.95558647627701","2.23767205178154","0.951874150254312","16.3985536133422"
"04/2016","3.94067990373922","2.66514111702512","4.68077922745373","2.49611611752185","1.3817563763261","16.3400311847497"
"05/2016","3.9536917809847","2.85547750030621","5.24254281381593","2.28088422027999","1.31881660241922","17.2157265251387"
"06/2016","2.90425854947043","2.03145524831607","3.41220007789563","2.71677727420333","1.1395999231922","12.9494010643706"
"07/2016","4.06078126670515","3.0119444247047","4.80540796078812","2.39042586231926","1.19578108269254","17.2109481943016"
"08/2016","4.24589212623343","2.74151091713032","4.87426479358176","2.49395636678018","1.14729967095249","17.5102079904607"
"09/2016","2.69307785469035","2.51602407424232","4.72079478446148","2.73803496471937","0.794144938408089","14.7809495326341"
"10/2016","4.38561509066003","3.13848573893649","5.61116803118673","2.62122878881617","1.08640179654759","17.9577730435697"
"11/2016","3.93847969291906","3.57605338989452","3.60763591694831","2.6694438255537","0.935717346406454","15.480850143505"
"12/2016","4.60549066663223","3.80459711549999","5.3029361115502","2.54794196956195","0.601746797505828","18.2600061888015"
"01/2017","3.92498967593998","3.51378468202599","5.87135355283926","2.64842896419548","0.626895697581643","17.9215056859316"
"02/2017","4.32272585681181","4.33826281089513","5.42360706026445","2.63132537137692","1.00004782577032","18.9881128005582"
"03/2017","3.81250132845503","3.72263960859109","4.69349240168783","2.21590209381955","0.94688586519506","16.9026661908145"
"04/2017","4.0133277603123","2.87071995646647","5.38389050219123","2.71380718526316","1.36063810740031","18.2131130713739"
"05/2017","3.49165532301898","3.72038302877313","5.25306861699614","2.60710728067216","1.0315662904712","17.5550911693632"
"06/2017","4.90106328433809","3.59712721202685","5.26180199883969","2.64615456091675","0.790958175778218","18.9033666437207"
"07/2017","5.10214389461033","3.04556401209455","5.75173122750838","2.68020666209703","0.761255617820303","18.6612498429346"
"08/2017","4.27996646015341","2.9882574390817","5.01485245157082","2.33117955343732","0.951274695129816","17.2102143342102"
"09/2017","4.75787835303788","4.03213359945167","5.9200429336229","2.63009251464928","0.647101041260621","19.0736953100398"
"10/2017","4.97285369228643","4.67568210779711","6.52256583540038","2.61340936788701","0.633017727112102","20.5749181179173"
"11/2017","4.62295275625118","4.49287182778727","5.09317139334244","2.23178230766584","1.16892624662896","18.7984884936635"
"12/2017","4.76881390433425","3.73003926505955","5.47125682511528","2.47865674622547","0.953373514530393","18.9496155332555"
"01/2018","4.00666839976721","4.05989286848707","5.57135562126838","2.65852122955094","0.809181715842601","18.5699946165746"
"02/2018","3.3801334910901","2.03812182021421","3.76344978119582","2.10975356062266","1.09674721321536","13.813617964573"
"03/2018","3.86644123237957","2.90873087466408","3.47904093793823","2.55512154762312","1.23421840460072","15.8246917668667"
"04/2018","3.83345662724796","3.09917070964348","4.8912025476005","2.65385043434911","0.858635390338139","16.4753745869079"
"05/2018","4.50367103898806","3.88036878351674","5.1769651895767","2.54212624438815","1.0614878325847","18.7581347752998"
"06/2018","4.5242124879372","3.22108698901114","4.8924705065169","2.18239028308945","1.22479699555398","17.6386670385361"
"07/2018","4.45976104254423","3.77001993067035","5.24521427727942","2.31819623691187","1.08011704070602","18.4060624120068"
"08/2018","4.44864121223408","3.1021426222924","4.99237116585902","2.22279031491554","0.989420342810036","16.8989006380519"
"09/2018","4.56273927803582","3.96809358336531","4.73418813259279","2.73959409880161","0.691275830420646","17.9544151751104"
"10/2018","3.86248991964654","2.95815314989066","3.74040715846578","2.58564631366218","1.31970398121368","16.1306826638991"
"11/2018","4.12519871130596","3.46295594961347","4.83202760901197","2.29874506566628","1.04678118725082","16.8982880428654"
"12/2018","4.07105340165193","2.44426954188568","3.8114399755512","2.3063402252001","1.27238693545475","15.2598228754118"
"01/2019","3.87403987569495","3.10564553485532","4.62171016212306","2.54036577098809","1.24849024874872","16.658957496623"
"02/2019","4.39760381808798","2.99112136993324","5.34393119269204","2.55664628388731","1.19903476380175","18.0824592413585"
"03/2019","3.69917820584862","3.44738857887503","4.12074399595173","2.65314727274881","1.41414983734502","16.667866665545"
"04/2019","3.55954387286632","2.64164122164394","4.11211538195634","2.93113508739769","1.4689398597935","12.8182175919193"
